date,loc_x,loc_y,soil_humidity(%),soil_temperature(°C),rain(mm/day),wind(km/d),daily_mean_temperature(°C),srad(MJ/(m2*day)),irrigation_amount(m3/mu),days_since_irrigation
2024-07-18,87.30552,44.2185,21.954166666666666,25.75,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30554,44.281,13.141666666666666,27.141666666666666,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30556,44.2182,15.22272727272727,24.91818181818182,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30562,44.2185,17.00588235294118,23.688235294117646,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30564,44.2181,11.174999999999999,26.695833333333336,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30566,44.2182,18.580000000000002,23.68,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30568,44.2183,18.081818181818182,24.55454545454546,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.3057,44.2184,17.6,24.06875,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30572,44.2185,17.912499999999998,26.77916666666667,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30578,44.2183,17.67391304347826,23.96521739130435,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.3058,44.2184,15.730434782608697,23.41304347826087,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30582,44.218,20.04285714285714,23.504761904761907,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30582,44.2185,14.928571428571429,24.16190476190476,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30584,44.2181,15.549999999999999,27.175,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30588,44.2183,21.330000000000002,23.785,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.3059,44.2184,16.95,22.0,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30592,44.218,21.766666666666666,23.558333333333334,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30594,44.2181,0.16956521739130434,23.93913043478261,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30596,44.2182,18.474999999999998,23.195833333333336,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30598,44.2183,19.349999999999998,26.804166666666664,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30606,44.2182,10.733333333333334,23.728571428571428,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30612,44.218,16.071428571428573,25.785714285714285,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30612,44.2185,20.8,24.366666666666664,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30618,44.2183,16.033333333333335,25.633333333333336,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.3062,44.2184,21.575,23.8125,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30622,44.218,21.504166666666666,25.6125,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.30622,44.2185,18.554166666666667,23.837500000000002,3.9,-99.0,28.75,25.2,0.0,4
2024-07-18,87.33026,44.21359,19.4625,24.474999999999998,3.9,-99.0,28.75,25.2,0.0,4
2024-07-19,87.29982,44.2134,27.65416666666667,22.879166666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29983,44.21354,27.770833333333332,22.504166666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29983,44.21361,27.85,22.6,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29984,44.21345,30.270833333333332,22.40833333333333,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29986,44.21342,26.52608695652174,22.52173913043478,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29986,44.21357,27.849999999999998,23.045833333333334,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29989,44.21343,24.53333333333333,22.55,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29989,44.21362,26.041666666666668,22.962500000000002,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29991,44.2134,26.833333333333332,23.204166666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29992,44.21353,27.558333333333334,22.691666666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29992,44.2136,26.58888888888889,22.705555555555556,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29993,44.21346,28.454166666666666,22.795833333333334,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29994,44.21343,26.729166666666668,22.75,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29996,44.21353,28.78333333333333,23.191666666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29997,44.2136,28.583333333333332,22.4875,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29998,44.21342,25.004166666666666,23.09583333333333,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29999,44.21353,27.304166666666664,22.95,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.29999,44.21361,22.641666666666666,22.4875,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30001,44.21344,28.849999999999998,22.383333333333336,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30002,44.21356,27.433333333333334,22.379166666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30006,44.21342,28.712500000000002,22.90833333333333,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30006,44.21351,27.292307692307695,22.46153846153846,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30009,44.21338,24.083333333333332,22.96666666666667,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30009,44.21343,20.445833333333333,23.2375,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30009,44.2136,23.066666666666666,22.429166666666664,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.3001,44.21356,20.3625,22.920833333333334,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30012,44.2134,25.570833333333336,23.71666666666667,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30014,44.21351,25.420833333333334,22.866666666666664,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30014,44.21361,25.7,22.7,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30015,44.21341,22.71666666666667,23.400000000000002,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30018,44.21343,26.6375,22.6125,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30019,44.21338,23.933333333333334,22.629166666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30019,44.21359,25.866666666666664,22.929166666666664,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30021,44.2134,29.416666666666668,22.204166666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30023,44.21349,22.416666666666668,22.599999999999998,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30024,44.2134,25.484615384615385,23.26153846153846,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30026,44.21337,23.65833333333333,22.90833333333333,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30028,44.21342,21.323809523809523,22.571428571428573,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30029,44.21354,25.745833333333334,22.808333333333334,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.3003,44.21338,24.02916666666667,22.974999999999998,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30032,44.21359,30.40833333333333,22.558333333333334,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30542,44.218,31.28333333333333,23.308333333333334,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30544,44.2181,25.468181818181815,23.70909090909091,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30548,44.2183,27.62857142857143,24.414285714285718,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.3055,44.2184,29.13076923076923,24.107692307692307,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30552,44.218,31.59130434782609,23.460869565217394,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30552,44.2185,27.53478260869565,23.76521739130435,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30554,44.281,24.09583333333333,24.625,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30556,44.2182,27.0625,23.191666666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30562,44.2185,25.792307692307695,23.53846153846154,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30564,44.2181,25.735000000000003,25.115000000000002,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30568,44.2183,30.491666666666664,23.504166666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.3057,44.2184,29.60454545454546,23.045454545454547,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30572,44.2185,29.77916666666667,24.3125,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30578,44.2183,26.745833333333334,23.075,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.3058,44.2184,27.483333333333334,23.3,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30582,44.218,27.5,22.826315789473682,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30582,44.2185,23.823076923076922,23.653846153846153,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30588,44.2183,28.73125,23.35625,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30592,44.218,31.108333333333334,23.016666666666666,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30594,44.2181,14.211764705882352,23.529411764705884,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30596,44.2182,29.363636363636363,22.71818181818182,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30598,44.2183,27.894117647058824,24.941176470588236,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30606,44.2182,24.255000000000003,23.1,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30612,44.218,26.642857142857142,24.150000000000002,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30612,44.2185,30.766666666666666,23.40833333333333,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30618,44.2183,29.821739130434782,23.995652173913044,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.3062,44.2184,32.02222222222222,23.594444444444445,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30622,44.218,29.045833333333334,23.5625,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.30622,44.2185,28.516666666666666,23.183333333333334,0.7,-99.0,24.15,19.2,34.88,5
2024-07-19,87.33026,44.21359,27.099999999999998,22.979166666666668,0.7,-99.0,24.15,19.2,34.88,5
2024-07-20,87.29982,44.2134,26.724999999999998,22.875,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29983,44.21354,26.604166666666668,22.520833333333332,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29983,44.21361,26.066666666666666,23.61111111111111,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29984,44.21345,28.891666666666666,22.40416666666667,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29986,44.21342,26.266666666666666,22.47083333333333,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29986,44.21357,27.204166666666666,23.079166666666666,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29989,44.21343,22.712500000000002,22.566666666666666,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29989,44.21362,24.46666666666667,22.7625,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29991,44.2134,26.1375,23.104166666666668,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29992,44.21353,25.1125,22.766666666666666,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29992,44.2136,25.342105263157894,22.147368421052633,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29993,44.21346,26.900000000000002,22.766666666666666,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29994,44.21343,25.912499999999998,22.650000000000002,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29996,44.21353,27.420833333333334,23.1875,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29997,44.2136,26.745833333333334,22.541666666666668,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29998,44.21342,23.95,22.9375,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29999,44.21353,26.054166666666664,23.0625,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.29999,44.21361,23.85,21.794444444444444,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30001,44.2134,23.78333333333333,24.233333333333334,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30001,44.21344,27.854166666666668,22.229166666666668,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30002,44.21356,25.462500000000002,22.537499999999998,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30005,44.21351,16.7,24.419999999999998,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30006,44.21342,26.787499999999998,23.025000000000002,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30006,44.21351,26.139999999999997,22.82,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30009,44.21338,23.78333333333333,22.945833333333336,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30009,44.21343,18.291666666666668,23.175,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30009,44.2136,21.875,22.337500000000002,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.3001,44.21356,19.370833333333334,22.920833333333334,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30012,44.2134,23.954166666666666,23.695833333333336,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30014,44.21351,24.625,22.983333333333334,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30014,44.21361,25.0,22.900000000000002,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30015,44.21341,22.695833333333336,23.058333333333334,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30017,44.2135,27.1,24.2,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30018,44.21343,26.14782608695652,22.7,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30019,44.21338,22.2625,22.491666666666664,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30019,44.21359,24.1375,22.895833333333332,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30021,44.2134,26.495833333333334,22.366666666666664,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30023,44.21349,20.983333333333334,22.608333333333334,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30024,44.21359,21.625,25.3125,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30026,44.21337,23.212500000000002,22.90416666666667,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30028,44.21342,19.162499999999998,22.8875,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30029,44.21354,23.258333333333336,22.9875,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.3003,44.21338,23.045833333333334,22.962500000000002,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30032,44.21359,27.729166666666668,22.849999999999998,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30542,44.218,28.508333333333336,23.849999999999998,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30544,44.2181,22.616666666666664,23.96666666666667,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30548,44.2183,28.1875,24.5625,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.3055,44.2184,28.233333333333334,24.673333333333336,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30552,44.218,29.705263157894734,23.568421052631578,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30552,44.2185,30.775000000000002,24.770833333333332,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30554,44.281,27.575,24.583333333333332,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30556,44.2182,25.538095238095234,24.14761904761905,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30562,44.2185,26.900000000000002,21.25714285714286,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30564,44.2181,28.020833333333332,24.45,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30566,44.2182,25.675,24.7,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30568,44.2183,28.758333333333336,23.90833333333333,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.3057,44.2184,28.105263157894736,24.19473684210526,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30572,44.2185,30.604347826086954,25.14782608695652,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30578,44.2183,27.269565217391307,23.178260869565218,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.3058,44.2184,27.460869565217394,23.23478260869565,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30582,44.218,27.189999999999998,22.855,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30582,44.2185,25.76875,23.4125,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30584,44.2181,25.375,25.35,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30588,44.2183,30.233333333333334,23.266666666666666,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30592,44.218,30.3,23.037499999999998,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30594,44.2181,7.171428571428572,25.114285714285717,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30596,44.2182,29.441666666666666,22.8625,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30598,44.2183,30.116666666666664,24.391666666666666,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30606,44.2182,22.813636363636363,22.518181818181816,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30612,44.218,28.4375,25.325,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30612,44.2185,28.87826086956522,23.582608695652173,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30618,44.2183,29.22083333333333,24.433333333333334,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.3062,44.2184,32.88125,23.03125,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30622,44.218,32.3125,24.0,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.30622,44.2185,30.317391304347826,23.304347826086957,0.0,-99.0,29.3,26.8,0.0,1
2024-07-20,87.33026,44.21359,24.670833333333334,23.020833333333332,0.0,-99.0,29.3,26.8,0.0,1
2024-07-21,87.29982,44.2134,29.041666666666668,22.995833333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29983,44.21354,28.900000000000002,22.78333333333333,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29984,44.21345,30.566666666666666,22.375,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29986,44.21342,28.125,22.355,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29986,44.21357,28.337500000000002,23.0125,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29989,44.21343,25.400000000000002,22.758333333333336,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29989,44.21362,25.308333333333334,22.6375,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29991,44.2134,28.766666666666666,23.170833333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29992,44.21353,28.8125,22.920833333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29992,44.2136,27.36470588235294,22.735294117647058,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29993,44.21346,28.460869565217394,22.869565217391305,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29994,44.21343,28.09583333333333,22.6875,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29996,44.21353,30.020833333333332,23.083333333333332,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29997,44.2136,29.883333333333336,22.958333333333332,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29998,44.21342,28.224999999999998,23.045833333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29999,44.21353,27.912499999999998,23.075,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.29999,44.21361,25.45,21.93,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30001,44.2134,31.839999999999996,24.119999999999997,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30001,44.21344,29.545833333333334,22.416666666666668,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30002,44.21356,28.5625,22.854166666666668,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30004,44.21342,29.825,24.3875,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30006,44.21342,29.721739130434784,22.747826086956525,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30006,44.21351,33.7,25.65,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30009,44.21338,26.445833333333336,23.087500000000002,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30009,44.21343,19.55,23.349999999999998,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30009,44.2136,23.02916666666667,22.1875,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.3001,44.21356,20.941666666666666,22.72083333333333,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30012,44.2134,26.054166666666664,23.566666666666666,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30014,44.21351,26.691304347826087,22.94782608695652,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30014,44.21361,28.2,22.829166666666666,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30015,44.21341,21.645833333333332,22.8875,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30018,44.21343,29.830434782608698,22.599999999999998,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30019,44.21338,24.425,22.425,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30019,44.21359,25.90833333333333,22.804166666666664,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.3002,44.21355,30.26,24.34,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30021,44.2134,29.612499999999997,22.508333333333336,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30023,44.21349,22.3875,22.40416666666667,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30024,44.2134,32.357142857142854,24.842857142857145,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30026,44.21337,25.95,22.870833333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30028,44.21342,23.01111111111111,22.799999999999997,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30029,44.21354,26.983333333333334,22.891666666666666,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.3003,44.21338,26.645833333333332,22.833333333333332,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30032,44.21359,29.758333333333336,23.004166666666666,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30542,44.218,25.539130434782606,23.46521739130435,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30544,44.2181,29.3,24.56,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30548,44.2183,26.15416666666667,24.4375,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.3055,44.2184,29.585714285714282,24.10952380952381,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30552,44.218,28.50769230769231,23.307692307692307,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30552,44.2185,29.616666666666664,24.474999999999998,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30554,44.281,23.9375,24.349999999999998,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30556,44.2182,23.28333333333333,23.724999999999998,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30558,44.2183,25.607692307692307,23.846153846153847,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30564,44.2181,25.34166666666667,24.09166666666667,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30566,44.2182,28.95,23.549999999999997,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30568,44.2183,26.241666666666664,23.795833333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.3057,44.2184,27.87826086956522,23.469565217391303,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30572,44.2185,27.258333333333336,24.445833333333336,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30578,44.2183,24.718181818181815,22.818181818181817,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.3058,44.2184,25.170833333333334,22.979166666666668,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30582,44.218,28.08695652173913,22.982608695652175,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30582,44.2185,26.073684210526313,23.69473684210526,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30584,44.2181,29.58235294117647,24.08823529411765,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30588,44.2183,30.15555555555555,24.255555555555556,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.3059,44.2184,26.077777777777776,25.288888888888888,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30592,44.218,28.991304347826084,22.97391304347826,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30594,44.2181,24.400000000000002,23.483333333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30596,44.2182,26.66818181818182,22.63181818181818,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30598,44.2183,28.72083333333333,24.045833333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30606,44.2182,22.075,22.1375,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30612,44.218,30.426666666666666,24.146666666666665,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30612,44.2185,27.575,23.2375,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30618,44.2183,26.108333333333334,24.25,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.3062,44.2184,29.5,22.988235294117647,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30622,44.218,30.004166666666666,23.837500000000002,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.30622,44.2185,28.995652173913044,22.97826086956522,0.0,-99.0,30.2,26.1,160.1,2
2024-07-21,87.33026,44.21359,27.09583333333333,23.170833333333334,0.0,-99.0,30.2,26.1,160.1,2
2024-07-22,87.2998,44.21342,27.650000000000002,24.75,0.0,-99.0,29.05,24.7,267.0,1
2024-07-22,87.29982,44.2134,29.270833333333332,23.05,0.0,-99.0,29.05,24.7,267.0,1
2024-07-22,87.29983,44.21354,28.795833333333334,22.5,0.0,-99.0,29.05,24.7,267.0,1
2024-07-22,87.29983,44.21361,27.825,23.2375,0.0,-99.0,29.05,24.7,267.0,1
2024-07-22,87.29984,44.21345,30.891666666666666,22.45,0.0,-99.0,29.05,24.7,267.0,1
